name,prediction
6QTN_ACP_w_pocket_n47,0.99269027
6QTN_ACP_w_pocket_n32,0.9774974
6QTN_ACP_w_pocket_n52,0.9639679
6QTN_ACP_w_pocket_n35,0.9556956
6QTN_ACP_w_pocket_n13,0.93657935
6QTN_GTP_w_pocket_n47,0.9316936
6QTN_ACP_w_pocket_n17,0.92266273
6QTN_ACP_w_pocket_n7,0.88900733
6QTN_GTP_w_pocket_n17,0.88664305
6QTN_ACP_w_pocket_n2,0.8597363
6QTN_ACP_w_pocket_n41,0.85935754
6QTN_ACP_w_pocket_n20,0.8260055
6QTN_GTP_w_pocket_n35,0.7122869
6QTN_GTP_w_pocket_n52,0.66594774
6QTN_ACP_w_pocket_n1,0.36708856
6QTN_GTP_w_pocket_n1,0.3530908
6QTN_ACP_w_pocket_n19,0.25391215
6QTN_GTP_w_pocket_n2,0.23495716
6QTN_GTP_w_pocket_n13,0.15836315
6QTN_GTP_w_pocket_n32,0.11609426
6QTN_ACP_w_pocket_n31,0.09442585
6QTN_GTP_w_pocket_n20,0.04445392
6QTN_GTP_w_pocket_n41,0.033169314
6QTN_ACP_w_pocket_n29,0.03204627
6QTN_ACP_w_pocket_n30,0.031910904
6QTN_ACP_w_pocket_n12,0.017136892
6QTN_GTP_w_pocket_n7,0.011322376
6QTN_ACP_w_pocket_n36,0.005174106
6QTN_GTP_w_pocket_n19,0.004136022
6QTN_ACP_w_pocket_n23,0.0038385778
6QTN_ACP_w_pocket_n38,0.0036451817
6QTN_ACP_w_pocket_n24,0.0031364143
6QTN_ACP_w_pocket_n10,0.00301078
6QTN_GTP_w_pocket_n23,0.0029621401
6QTN_ACP_w_pocket_n33,0.0024485795
6QTN_GTP_w_pocket_n31,0.002313752
6QTN_GTP_w_pocket_n12,0.0019983295
6QTN_ACP_w_pocket_n3,0.0016842274
6QTN_GTP_w_pocket_n50,0.0015838132
6QTN_GTP_w_pocket_n29,0.0015754903
6QTN_ACP_w_pocket_n26,0.0015529749
6QTN_GTP_w_pocket_n3,0.0015040075
6QTN_ACP_w_pocket_n48,0.0014022011
6QTN_ACP_w_pocket_n44,0.0013660945
6QTN_ACP_w_pocket_n51,0.0012253708
6QTN_GTP_w_pocket_n30,0.0011348553
6QTN_ACP_w_pocket_n42,0.001054597
6QTN_GTP_w_pocket_n24,0.00090551726
6QTN_ACP_w_pocket_n25,0.00089644763
6QTN_GTP_w_pocket_n48,0.00077882706
6QTN_ACP_w_pocket_n22,0.00074735074
6QTN_ACP_w_pocket_n8,0.00071645324
6QTN_GTP_w_pocket_n10,0.0007138045
6QTN_ACP_w_pocket_n11,0.00070463325
6QTN_GTP_w_pocket_n38,0.00065989036
6QTN_ACP_w_pocket_n45,0.0005973277
6QTN_GTP_w_pocket_n44,0.00059267494
6QTN_GTP_w_pocket_n26,0.0005537896
6QTN_GTP_w_pocket_n33,0.0005263195
6QTN_GTP_w_pocket_n37,0.0005110367
6QTN_ACP_w_pocket_n27,0.0004964979
6QTN_ACP_w_pocket_n50,0.00048724178
6QTN_ACP_w_pocket_n15,0.0004837522
6QTN_GTP_w_pocket_n25,0.00045295313
6QTN_GTP_w_pocket_n39,0.0004236973
6QTN_GTP_w_pocket_n8,0.00041435406
6QTN_ACP_w_pocket_n43,0.00039419965
6QTN_GTP_w_pocket_n22,0.00035203362
6QTN_GTP_w_pocket_n51,0.00033355565
6QTN_ACP_w_pocket_n39,0.00032643048
6QTN_ACP_w_pocket_n4,0.00032305712
6QTN_ACP_w_pocket_n34,0.0003170989
6QTN_ACP_w_pocket_n37,0.0003014067
6QTN_GTP_w_pocket_n16,0.00029813946
6QTN_ACP_w_pocket_n21,0.00027995088
6QTN_ACP_w_pocket_n46,0.00027812508
6QTN_GTP_w_pocket_n40,0.00027728418
6QTN_ACP_w_pocket_n6,0.00026830143
6QTN_GTP_w_pocket_n15,0.00025590538
6QTN_GTP_w_pocket_n43,0.0002487373
6QTN_GTP_w_pocket_n36,0.00023084476
6QTN_GTP_w_pocket_n46,0.00021421285
6QTN_GTP_w_pocket_n11,0.00021238129
6QTN_ACP_w_pocket_n14,0.00021031177
6QTN_GTP_w_pocket_n42,0.00020174647
6QTN_ACP_w_pocket_n5,0.00019969829
6QTN_ACP_w_pocket_n16,0.0001974631
6QTN_ACP_w_pocket_n9,0.00019275425
6QTN_GTP_w_pocket_n45,0.00018561505
6QTN_GTP_w_pocket_n34,0.00015875015
6QTN_GTP_w_pocket_n21,0.00015804934
6QTN_GTP_w_pocket_n27,0.00014963423
6QTN_GTP_w_pocket_n18,0.00014511275
6QTN_GTP_w_pocket_n6,0.00014444266
6QTN_GTP_w_pocket_n4,0.00013791425
6QTN_GTP_w_pocket_n5,0.0001376066
6QTN_GTP_w_pocket_n14,0.00013715152
6QTN_ACP_w_pocket_n18,0.00013071706
6QTN_GTP_w_pocket_n9,0.00012783546
6QTN_ACP_w_pocket_n40,0.000102593905
6QTN_GTP_w_pocket_n28,6.5373744e-05
6QTN_ACP_w_pocket_n28,6.384283e-05
6QTN_ACP_w_pocket_n49,6.2284074e-05
6QTN_GTP_w_pocket_n49,2.429461e-05
