name,prediction
6E3U_protein_w_pocket_n1,0.9768148
6F83_protein_w_pocket_n8,0.9737583
6E3T_protein_w_pocket_n6,0.9730771
6E3T_protein_w_pocket_n3,0.9714603
6E3T_protein_w_pocket_n14,0.96451515
6E3T_protein_w_pocket_n36,0.958035
6E3U_protein_w_pocket_n2,0.95646864
6E3T_protein_w_pocket_n9,0.9484981
5OVE_protein_w_pocket_n1,0.9345205
6E3U_protein_w_pocket_n4,0.8611749
5OVE_protein_w_pocket_n2,0.79045135
6E3T_protein_w_pocket_n1,0.7275516
6F83_protein_w_pocket_n6,0.68840283
6E3T_protein_w_pocket_n26,0.5867663
6E3U_protein_w_pocket_n6,0.5759375
6E3U_protein_w_pocket_n7,0.49420047
5OVE_protein_w_pocket_n9,0.22313578
6E3T_protein_w_pocket_n30,0.11967751
6F83_protein_w_pocket_n4,0.10176229
6F83_protein_w_pocket_n15,0.09137892
6F83_protein_w_pocket_n11,0.09137892
5OVE_protein_w_pocket_n12,0.08115233
6F83_protein_w_pocket_n13,0.060600217
6E3T_protein_w_pocket_n22,0.055339597
5OVE_protein_w_pocket_n8,0.050918575
6E3T_protein_w_pocket_n12,0.048760824
6F83_protein_w_pocket_n9,0.046906296
6E3T_protein_w_pocket_n15,0.042912643
6E3T_protein_w_pocket_n7,0.02865708
6E3T_protein_w_pocket_n2,0.022866225
6E3T_protein_w_pocket_n11,0.019968456
6E3U_protein_w_pocket_n23,0.016781375
6E3U_protein_w_pocket_n5,0.015612686
6F83_protein_w_pocket_n14,0.014154484
6E3T_protein_w_pocket_n4,0.0089350995
6E3T_protein_w_pocket_n29,0.00534855
6E3U_protein_w_pocket_n16,0.005215898
6E3T_protein_w_pocket_n10,0.004487053
5OVE_protein_w_pocket_n7,0.0039093904
6E3T_protein_w_pocket_n25,0.0033613225
6F83_protein_w_pocket_n7,0.0030810474
6E3T_protein_w_pocket_n32,0.0024240194
5OVE_protein_w_pocket_n16,0.0022138634
6E3T_protein_w_pocket_n18,0.0018899381
6E3T_protein_w_pocket_n13,0.0018189368
5OVE_protein_w_pocket_n19,0.0013073344
5OVE_protein_w_pocket_n15,0.0012951487
5OVE_protein_w_pocket_n4,0.0011776962
6E3T_protein_w_pocket_n20,0.0011601648
6E3U_protein_w_pocket_n18,0.0010953664
6E3T_protein_w_pocket_n21,0.0010739696
6E3T_protein_w_pocket_n35,0.0010153658
6E3U_protein_w_pocket_n8,0.00076701166
6F83_protein_w_pocket_n5,0.0007660745
6E3T_protein_w_pocket_n19,0.0007436636
6F83_protein_w_pocket_n2,0.0007017416
6F83_protein_w_pocket_n3,0.0007017416
6E3U_protein_w_pocket_n15,0.0006847643
6E3T_protein_w_pocket_n8,0.00064341293
6F83_protein_w_pocket_n16,0.00063856755
6E3T_protein_w_pocket_n17,0.0005914769
5OVE_protein_w_pocket_n3,0.0005184999
5OVE_protein_w_pocket_n17,0.00048896373
6E3U_protein_w_pocket_n3,0.00044829637
6F83_protein_w_pocket_n12,0.00043047933
6E3U_protein_w_pocket_n25,0.00042369528
6E3T_protein_w_pocket_n24,0.00039342028
6E3T_protein_w_pocket_n23,0.00035274916
6E3U_protein_w_pocket_n13,0.00034994583
6F83_protein_w_pocket_n10,0.000349355
6E3U_protein_w_pocket_n19,0.00034913575
5OVE_protein_w_pocket_n11,0.00034177903
5OVE_protein_w_pocket_n5,0.00031805714
6E3T_protein_w_pocket_n31,0.0003038774
6E3T_protein_w_pocket_n28,0.00028298082
5OVE_protein_w_pocket_n18,0.00027588
6E3U_protein_w_pocket_n22,0.00027398617
5OVE_protein_w_pocket_n21,0.00024860076
6E3U_protein_w_pocket_n17,0.0002454549
5OVE_protein_w_pocket_n24,0.00024212964
6E3U_protein_w_pocket_n11,0.00023540008
5OVE_protein_w_pocket_n25,0.00023398898
6E3U_protein_w_pocket_n26,0.00022355316
6E3U_protein_w_pocket_n24,0.0002112481
5OVE_protein_w_pocket_n20,0.00021095564
5OVE_protein_w_pocket_n6,0.00020889245
6E3T_protein_w_pocket_n34,0.00019688407
6E3U_protein_w_pocket_n9,0.00019666002
5OVE_protein_w_pocket_n23,0.00017077717
5OVE_protein_w_pocket_n10,0.00016598147
5OVE_protein_w_pocket_n13,0.00016228533
6E3U_protein_w_pocket_n12,0.00015311615
6E3T_protein_w_pocket_n33,0.00014894923
6E3T_protein_w_pocket_n5,0.000148301
5OVE_protein_w_pocket_n14,0.00014705591
6E3U_protein_w_pocket_n21,0.00013720358
5OVE_protein_w_pocket_n22,0.00012408507
6E3T_protein_w_pocket_n16,0.0001221633
6E3U_protein_w_pocket_n10,0.00012139559
6E3T_protein_w_pocket_n27,0.00010107962
6E3U_protein_w_pocket_n14,9.866436e-05
6F83_protein_w_pocket_n1,8.077138e-05
6E3U_protein_w_pocket_n20,7.1205555e-05
